"Work Master
Code",Discipline,Code,Description,Code,Description,Code,Description,Code,L04,Code,L05,Code,L06,Code,L07,Code,L08,Code,L09,Code,L10,Code,L11,B01,B02,B03,B04,B05,B06,B07,B08,B09,UoM1,UoM2,"Work Group
Code","Work Master
Code"
F01AA000-00004,FP,F01,Building/Shelter Fire Proofing Work,AA,Dense Concrete,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F01AA000,F01AA000-00004
F01AA000-00005,FP,F01,Building/Shelter Fire Proofing Work,AA,Dense Concrete,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F01AA000,F01AA000-00005
F01AA000-00006,FP,F01,Building/Shelter Fire Proofing Work,AA,Dense Concrete,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F01AA000,F01AA000-00006
F01AA000-00007,FP,F01,Building/Shelter Fire Proofing Work,AA,Dense Concrete,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F01AA000,F01AA000-00007
F01AA000-00008,FP,F01,Building/Shelter Fire Proofing Work,AA,Dense Concrete,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F01AA000,F01AA000-00008
F01AA000-00009,FP,F01,Building/Shelter Fire Proofing Work,AA,Dense Concrete,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F01AA000,F01AA000-00009
F01AB000-00001,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00001
F01AB000-00002,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00002
F01AB000-00003,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00003
F01AB000-00004,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00004
F01AB000-00005,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00005
F01AB000-00006,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00006
F01AB000-00007,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00007
F01AB000-00008,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00008
F01AB000-00009,FP,F01,Building/Shelter Fire Proofing Work,AB,Lightweight Cementitious,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F01AB000,F01AB000-00009
F01AC000-00001,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00001
F01AC000-00002,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00002
F01AC000-00003,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00003
F01AC000-00004,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00004
F01AC000-00005,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00005
F01AC000-00006,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00006
F01AC000-00007,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00007
F01AC000-00008,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00008
F01AC000-00009,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,10,0.5 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00009
F01AC000-00010,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,11,1 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00010
F01AC000-00011,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,12,1.5 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00011
F01AC000-00012,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,13,2 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00012
F01AC000-00013,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,14,2.5 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00013
F01AC000-00014,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,15,3 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00014
F01AC000-00015,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,16,3.5 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00015
F01AC000-00016,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,17,4 hr. rating (UL 263),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00016
F01AC000-00017,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,18,Others (UL263 rating),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00017
F01AC000-00018,FP,F01,Building/Shelter Fire Proofing Work,AC,Intumescent Coating Type,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AC000,F01AC000-00018
F01AD000-00001,FP,F01,Building/Shelter Fire Proofing Work,AD,Top Coat for Cementitious Fire Proofing,000,-,,,,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F01AD000,F01AD000-00001
F02AA000-00001,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00001
F02AA000-00002,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00002
F02AA000-00003,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00003
F02AA000-00004,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00004
F02AA000-00005,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00005
F02AA000-00006,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00006
F02AA000-00007,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00007
F02AA000-00008,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00008
F02AA000-00009,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AA,Dense Concrete,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F02AA000,F02AA000-00009
F02AB000-00001,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00001
F02AB000-00002,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00002
F02AB000-00003,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00003
F02AB000-00004,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00004
F02AB000-00005,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00005
F02AB000-00006,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00006
F02AB000-00007,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00007
F02AB000-00008,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00008
F02AB000-00009,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AB,Lightweight Cementitious,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F02AB000,F02AB000-00009
F02AC000-00001,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00001
F02AC000-00002,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00002
F02AC000-00003,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00003
F02AC000-00004,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00004
F02AC000-00005,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00005
F02AC000-00006,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00006
F02AC000-00007,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00007
F02AC000-00008,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00008
F02AC000-00009,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AC,Intumescent Coating Type,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AC000,F02AC000-00009
F02AD000-00001,FP,F02,Pipe Rack/Equipment Steel Structure Fire Proofing Work,AD,Top Coat for Cementitious Fire Proofing,000,-,,,,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F02AD000,F02AD000-00001
F03AA000-00001,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00001
F03AA000-00002,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00002
F03AA000-00003,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00003
F03AA000-00004,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00004
F03AA000-00005,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00005
F03AA000-00006,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00006
F03AA000-00007,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00007
F03AA000-00008,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00008
F03AA000-00009,FP,F03,Equipment Fire Proofing Work,AA,Dense Concrete,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M3,M3,F03AA000,F03AA000-00009
F03AB000-00001,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00001
F03AB000-00002,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00002
F03AB000-00003,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00003
F03AB000-00004,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00004
F03AB000-00005,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00005
F03AB000-00006,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00006
F03AB000-00007,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00007
F03AB000-00008,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00008
F03AB000-00009,FP,F03,Equipment Fire Proofing Work,AB,Lightweight Cementitious,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),THK=(  )mm,,,,,,,,M2,M2,F03AB000,F03AB000-00009
F03AD000-00001,FP,F03,Equipment Fire Proofing Work,AD,Top Coat for Cementitious Fire Proofing,000,-,,,,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AD000,F03AD000-00001
F03AE000-00001,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,01,0.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00001
F03AE000-00002,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,02,1 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00002
F03AE000-00003,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,03,1.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00003
F03AE000-00004,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,04,2 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00004
F03AE000-00005,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,05,2.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00005
F03AE000-00006,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,06,3 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00006
F03AE000-00007,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,07,3.5 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00007
F03AE000-00008,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,08,4 hr. rating (UL 1709),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00008
F03AE000-00009,FP,F03,Equipment Fire Proofing Work,AE,Epoxy Based Intumescent Coating Type,000,-,09,Others (UL1709 rating),,,,,,,,,,,,,,,Material: (   ),DFT=(  )㎛,,,,,,,,M2,M2,F03AE000,F03AE000-00009
S00ZZ000-00001,SS,S00,SS-Dummy,ZZ,-,000,-,,,,,,,,,,,,,,,,,,,,,,,,,,LOT,LOT,S00ZZ000,S00ZZ000-00001
S01AA001-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,001,Heavy Steel - Standard (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA001,S01AA001-00001
S01AA002-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,002,Medium Steel - Standard (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA002,S01AA002-00001
S01AA003-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,003,Light Steel - Standard (30KG/M>Weight),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA003,S01AA003-00001
S01AA004-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,004,Heavy Steel - Built up (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA004,S01AA004-00001
S01AA005-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,005,Medium Steel - Built up (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA005,S01AA005-00001
S01AA006-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,006,Light Steel - Built up (30KG/M>Weight),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA006,S01AA006-00001
S01AA007-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,007,Girth & Purlin,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA007,S01AA007-00001
S01AA008-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,008,P.E.B. (Pre-Engineered Building),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA008,S01AA008-00001
S01AA009-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,009,"Plates - Gusset, Stiffener, ETC",,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA009,S01AA009-00001
S01AA010-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,010,Steel Painting/Coating,01,"for Non-Fireproofed Steel Surface, Surface Preparation, Primer, Second & Final Coat",,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AA010,S01AA010-00001
S01AA010-00002,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,010,Steel Painting/Coating,02,"for Fireproofed Steel Surface, Surface Preparation & Primer Coat",,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AA010,S01AA010-00002
S01AA010-00003,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,010,Steel Painting/Coating,03,Hot-Dip Galvanizing w/ Surface Preparation,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AA010,S01AA010-00003
S01AA010-00004,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,010,Steel Painting/Coating,04,Hot-Dip Galvanizing w/ Surface Preparation and Additional Painting Coat,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,M2,M2,S01AA010,S01AA010-00004
S01AA011-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,011,High Strength Bolts&Nuts,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA011,S01AA011-00001
S01AA012-00001,SS,S01,Main Steel Structure Fabrication Work,AA,Shelter/Building,012,Common Bolts&Nuts,,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AA012,S01AA012-00001
S01AB001-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,001,Heavy Steel - Standard (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB001,S01AB001-00001
S01AB002-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,002,Medium Steel - Standard (90KG/M>Weight≥30KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB002,S01AB002-00001
S01AB003-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,003,Light Steel - Standard (30KG/M>Weight),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB003,S01AB003-00001
S01AB004-00001,SS,S01,Main Steel Structure Fabrication Work,AB,Pipe Rack,004,Heavy Steel - Built up (Weight≥90KG/M),,,,,,,,,,,,,,,,,,,,,Material: (   ),,,,,TON,TON,S01AB004,S01AB004-00001
